Pulse,V,absI
1764,4.4,3.09E-07
1765,4.4,3.10E-07
1766,4.4,3.05E-07
1767,4.4,3.05E-07
1768,4.4,2.97E-07
1769,4.4,2.95E-07
1770,4.4,2.93E-07
1771,4.4,2.92E-07
1772,4.4,2.92E-07
1773,4.4,2.90E-07
1774,4.4,2.95E-07
1775,4.4,2.89E-07
1776,4.4,2.93E-07
1777,4.4,2.94E-07
1778,4.4,2.94E-07
1779,4.4,2.91E-07
1780,4.4,2.92E-07
1781,4.4,2.96E-07
1782,4.4,2.96E-07
1783,4.4,2.97E-07
1784,4.4,2.93E-07
1785,4.4,2.92E-07
1786,4.4,2.94E-07
1787,4.4,2.94E-07
1788,4.4,2.95E-07
1789,4.4,2.92E-07
1790,4.4,2.95E-07
1791,4.4,3.00E-07
1792,4.4,2.93E-07
1793,4.4,2.93E-07
1794,4.4,2.96E-07
1795,4.4,2.91E-07
1796,4.4,2.94E-07
1797,4.4,2.91E-07
1798,4.4,2.93E-07
1799,4.4,2.90E-07
1800,4.4,2.94E-07
1801,4.5,3.00E-07
1802,4.5,3.00E-07
1803,4.5,2.94E-07
1804,4.5,2.96E-07
1805,4.5,2.89E-07
1806,4.5,2.93E-07
1807,4.5,2.90E-07
1808,4.5,2.92E-07
1809,4.5,2.95E-07
1810,4.5,2.96E-07
1811,4.5,2.92E-07
1812,4.5,2.93E-07
1813,4.5,2.90E-07
1814,4.5,2.93E-07
1815,4.5,2.95E-07
1816,4.5,2.95E-07
1817,4.5,2.97E-07
1818,4.5,2.93E-07
1819,4.5,2.95E-07
1820,4.5,2.90E-07
1821,4.5,2.90E-07
1822,4.5,2.91E-07
1823,4.5,2.87E-07
1824,4.5,2.90E-07
1825,4.5,2.90E-07
1826,4.5,2.87E-07
1827,4.5,2.88E-07
1828,4.5,2.88E-07
1829,4.5,2.86E-07
1830,4.5,2.89E-07
1831,4.5,2.84E-07
1832,4.5,2.83E-07
1833,4.5,2.84E-07
1834,4.5,2.82E-07
1835,4.5,2.86E-07
1836,4.5,2.80E-07
1837,4.5,2.82E-07
1838,4.5,2.85E-07
1839,4.5,2.82E-07
1840,4.5,2.78E-07
1841,4.5,2.75E-07
1842,4.5,2.80E-07
1843,4.5,2.77E-07
1844,4.5,2.78E-07
1845,4.5,2.76E-07
1846,4.5,2.80E-07
1847,4.5,2.76E-07
1848,4.5,2.77E-07
1849,4.5,2.77E-07
1850,4.5,2.76E-07
1851,4.5,2.77E-07
1852,4.5,2.77E-07
1853,4.5,2.78E-07
1854,4.5,2.73E-07
1855,4.5,2.75E-07
1856,4.5,2.72E-07
1857,4.5,2.81E-07
1858,4.5,2.75E-07
1859,4.5,2.74E-07
1860,4.5,2.70E-07
1861,4.5,2.71E-07
1862,4.5,2.71E-07
1863,4.5,2.70E-07
1864,4.5,2.67E-07
1865,4.5,2.66E-07
1866,4.5,2.70E-07
1867,4.5,2.69E-07
1868,4.5,2.67E-07
1869,4.5,2.68E-07
1870,4.5,2.68E-07
1871,4.5,2.66E-07
1872,4.5,2.70E-07
1873,4.5,2.72E-07
1874,4.5,2.69E-07
1875,4.5,2.66E-07
1876,4.5,2.67E-07
1877,4.5,2.79E-07
1878,4.5,2.76E-07
1879,4.5,2.80E-07
1880,4.5,2.73E-07
1881,4.5,2.79E-07
1882,4.5,2.83E-07
1883,4.5,2.80E-07
1884,4.5,2.72E-07
1885,4.5,2.71E-07
1886,4.5,2.69E-07
1887,4.5,2.69E-07
1888,4.5,2.69E-07
1889,4.5,2.70E-07
1890,4.5,2.66E-07
1891,4.5,2.64E-07
1892,4.5,2.62E-07
1893,4.5,2.63E-07
1894,4.5,2.61E-07
1895,4.5,2.58E-07
1896,4.5,2.62E-07
1897,4.5,2.61E-07
1898,4.5,2.58E-07
1899,4.5,2.61E-07
1900,4.5,2.63E-07
1901,4.6,2.89E-07
1902,4.6,2.72E-07
1903,4.6,2.79E-07
1904,4.6,2.79E-07
1905,4.6,2.62E-07
1906,4.6,2.71E-07
1907,4.6,2.70E-07
1908,4.6,2.71E-07
1909,4.6,2.67E-07
1910,4.6,2.53E-07
1911,4.6,2.51E-07
1912,4.6,2.69E-07
1913,4.6,2.58E-07
1914,4.6,2.51E-07
1915,4.6,2.53E-07
1916,4.6,2.56E-07
1917,4.6,2.57E-07
1918,4.6,2.55E-07
1919,4.6,2.55E-07
1920,4.6,2.54E-07
1921,4.6,2.52E-07
1922,4.6,2.51E-07
1923,4.6,2.51E-07
1924,4.6,2.49E-07
1925,4.6,2.51E-07
1926,4.6,2.48E-07
1927,4.6,2.47E-07
1928,4.6,2.52E-07
1929,4.6,2.50E-07
1930,4.6,2.49E-07
1931,4.6,2.49E-07
1932,4.6,2.46E-07
1933,4.6,2.47E-07
1934,4.6,2.49E-07
1935,4.6,2.50E-07
1936,4.6,2.49E-07
1937,4.6,2.49E-07
1938,4.6,2.46E-07
1939,4.6,2.48E-07
1940,4.6,2.46E-07
1941,4.6,2.51E-07
1942,4.6,2.51E-07
1943,4.6,2.49E-07
1944,4.6,2.47E-07
1945,4.6,2.43E-07
1946,4.6,2.47E-07
1947,4.6,2.46E-07
1948,4.6,2.42E-07
1949,4.6,2.40E-07
1950,4.6,2.43E-07
1951,4.6,2.39E-07
1952,4.6,2.41E-07
1953,4.6,2.39E-07
1954,4.6,2.44E-07
1955,4.6,2.37E-07
1956,4.6,2.37E-07
1957,4.6,2.39E-07
1958,4.6,2.37E-07
1959,4.6,2.33E-07
1960,4.6,2.36E-07
1961,4.6,2.35E-07
1962,4.6,2.36E-07
1963,4.6,2.31E-07
1964,4.6,2.33E-07
1965,4.6,2.32E-07
1966,4.6,2.35E-07
1967,4.6,2.34E-07
1968,4.6,2.31E-07
1969,4.6,2.31E-07
1970,4.6,2.32E-07
1971,4.6,2.34E-07
1972,4.6,2.32E-07
1973,4.6,2.34E-07
1974,4.6,2.32E-07
1975,4.6,2.34E-07
1976,4.6,2.27E-07
1977,4.6,2.28E-07
1978,4.6,2.29E-07
1979,4.6,2.31E-07
1980,4.6,2.28E-07
1981,4.6,2.25E-07
1982,4.6,2.26E-07
1983,4.6,2.24E-07
1984,4.6,2.23E-07
1985,4.6,2.26E-07
1986,4.6,2.27E-07
1987,4.6,2.23E-07
1988,4.6,2.23E-07
1989,4.6,2.26E-07
1990,4.6,2.23E-07
1991,4.6,2.20E-07
1992,4.6,2.19E-07
1993,4.6,2.25E-07
1994,4.6,2.29E-07
1995,4.6,2.28E-07
1996,4.6,2.27E-07
1997,4.6,2.26E-07
1998,4.6,2.29E-07
1999,4.6,2.25E-07
2000,4.6,2.22E-07
