-8.04429e-06,-7.89334e-06,-7.96526e-06,-8.02007e-06,-7.9967e-06,-7.97128e-06,-8.07326e-06,-7.93484e-06,-8.02701e-06,-7.90172e-06,-8.0456e-06,-7.91659e-06,-7.90804e-06,-7.9386e-06,-7.89979e-06,-8.02506e-06,-8.01651e-06,-7.98744e-06,-7.9729e-06,-8.00462e-06,-7.93811e-06,-7.93526e-06,-7.88792e-06,-7.98414e-06,-7.93534e-06,-7.83546e-06,-7.83234e-06,-7.89086e-06,-7.86519e-06,-7.85781e-06,-7.81927e-06,-7.88379e-06,-7.85012e-06,-7.90692e-06,-7.7945e-06,-7.85186e-06,-7.70145e-06,-7.79682e-06,-7.86169e-06,-7.89341e-06,-7.82208e-06,-7.6708e-06,-7.78183e-06,-7.75958e-06,-7.81523e-06,-7.76957e-06,-7.78014e-06,-7.81211e-06,-7.79814e-06,-7.77758e-06
-1.04506e-05,-1.04486e-05,-1.05214e-05,-1.04377e-05,-1.03316e-05,-1.02757e-05,-1.02903e-05,-1.02577e-05,-1.0175e-05,-1.0137e-05,-1.01482e-05,-1.00694e-05,-1.008e-05,-9.96327e-06,-9.96815e-06,-9.89876e-06,-9.96928e-06,-9.81662e-06,-9.88485e-06,-9.8158e-06,-9.71163e-06,-9.69422e-06,-9.72764e-06,-9.67205e-06,-9.66291e-06,-9.59699e-06,-9.56221e-06,-9.55449e-06,-9.49031e-06,-9.42184e-06,-9.37444e-06,-9.41415e-06,-9.28658e-06,-9.33195e-06,-9.26461e-06,-9.19898e-06,-9.13363e-06,-9.15108e-06,-9.12376e-06,-9.08355e-06,-9.10613e-06,-9.00566e-06,-9.02164e-06,-8.97597e-06,-9.05646e-06,-8.91292e-06,-8.9974e-06,-8.90549e-06,-8.92377e-06,-8.76167e-06
-1.08684e-05,-1.07371e-05,-1.07782e-05,-1.0724e-05,-1.06772e-05,-1.05947e-05,-1.06111e-05,-1.04972e-05,-1.05677e-05,-1.03799e-05,-1.04681e-05,-1.0306e-05,-1.04253e-05,-1.03212e-05,-1.02022e-05,-1.03126e-05,-1.02359e-05,-1.02539e-05,-1.01289e-05,-1.01326e-05,-1.00564e-05,-1.00604e-05,-9.98252e-06,-1.00679e-05,-9.91635e-06,-9.85614e-06,-9.81135e-06,-9.85619e-06,-9.79798e-06,-9.7586e-06,-9.73349e-06,-9.67813e-06,-9.71069e-06,-9.58367e-06,-9.51978e-06,-9.50664e-06,-9.38849e-06,-9.5261e-06,-9.41201e-06,-9.51794e-06,-9.40179e-06,-9.26737e-06,-9.30619e-06,-9.25483e-06,-9.36442e-06,-9.21944e-06,-9.2694e-06,-9.16809e-06,-9.11956e-06,-9.03994e-06
-1.11338e-05,-1.10365e-05,-1.10936e-05,-1.10802e-05,-1.09718e-05,-1.09007e-05,-1.08674e-05,-1.08485e-05,-1.08011e-05,-1.07447e-05,-1.07561e-05,-1.06574e-05,-1.07145e-05,-1.06442e-05,-1.05535e-05,-1.05874e-05,-1.0616e-05,-1.04114e-05,-1.05319e-05,-1.03424e-05,-1.03307e-05,-1.03726e-05,-1.03598e-05,-1.02934e-05,-1.02489e-05,-1.02063e-05,-1.02335e-05,-1.01253e-05,-1.01387e-05,-1.00897e-05,-9.99265e-06,-1.00315e-05,-9.93245e-06,-9.96356e-06,-9.90365e-06,-9.81403e-06,-9.81461e-06,-9.79781e-06,-9.73852e-06,-9.7631e-06,-9.59529e-06,-9.67751e-06,-9.64895e-06,-9.65183e-06,-9.5996e-06,-9.5348e-06,-9.57763e-06,-9.50916e-06,-9.46063e-06,-9.39641e-06
-1.15436e-05,-1.13533e-05,-1.1405e-05,-1.14104e-05,-1.12943e-05,-1.13465e-05,-1.12367e-05,-1.11234e-05,-1.11451e-05,-1.10495e-05,-1.10438e-05,-1.09174e-05,-1.09921e-05,-1.09565e-05,-1.08463e-05,-1.088e-05,-1.08817e-05,-1.08281e-05,-1.07904e-05,-1.0777e-05,-1.07751e-05,-1.06281e-05,-1.06464e-05,-1.07152e-05,-1.05848e-05,-1.04954e-05,-1.0411e-05,-1.05064e-05,-1.03414e-05,-1.03771e-05,-1.04379e-05,-1.03394e-05,-1.03214e-05,-1.02952e-05,-1.0233e-05,-1.02573e-05,-1.00952e-05,-1.02142e-05,-1.00987e-05,-1.01124e-05,-1.0032e-05,-9.9355e-06,-9.94435e-06,-9.89213e-06,-9.95807e-06,-9.81679e-06,-9.84992e-06,-9.77572e-06,-9.81338e-06,-9.71948e-06
-1.17588e-05,-1.16501e-05,-1.17192e-05,-1.16847e-05,-1.15802e-05,-1.15891e-05,-1.1463e-05,-1.1501e-05,-1.1374e-05,-1.14191e-05,-1.14008e-05,-1.13346e-05,-1.12276e-05,-1.12245e-05,-1.11803e-05,-1.11557e-05,-1.12336e-05,-1.11514e-05,-1.10807e-05,-1.10014e-05,-1.09383e-05,-1.09457e-05,-1.10285e-05,-1.09669e-05,-1.0951e-05,-1.08396e-05,-1.08288e-05,-1.07994e-05,-1.06859e-05,-1.06645e-05,-1.06468e-05,-1.0568e-05,-1.06003e-05,-1.06443e-05,-1.04942e-05,-1.0479e-05,-1.03706e-05,-1.04959e-05,-1.0351e-05,-1.03856e-05,-1.03456e-05,-1.03008e-05,-1.02991e-05,-1.01875e-05,-1.02834e-05,-1.02272e-05,-1.01838e-05,-1.01573e-05,-1.01131e-05,-1.00805e-05
-1.20237e-05,-1.19706e-05,-1.20571e-05,-1.20377e-05,-1.19567e-05,-1.1907e-05,-1.17989e-05,-1.18192e-05,-1.17952e-05,-1.16397e-05,-1.1739e-05,-1.16123e-05,-1.1571e-05,-1.16052e-05,-1.14876e-05,-1.14691e-05,-1.14854e-05,-1.14837e-05,-1.14049e-05,-1.13624e-05,-1.13048e-05,-1.13085e-05,-1.11878e-05,-1.12652e-05,-1.11553e-05,-1.11533e-05,-1.10477e-05,-1.11271e-05,-1.10703e-05,-1.10275e-05,-1.10275e-05,-1.10056e-05,-1.09545e-05,-1.09239e-05,-1.09063e-05,-1.07987e-05,-1.0674e-05,-1.07585e-05,-1.07106e-05,-1.07457e-05,-1.06636e-05,-1.05845e-05,-1.05229e-05,-1.05203e-05,-1.05223e-05,-1.05283e-05,-1.04301e-05,-1.0463e-05,-1.04644e-05,-1.03656e-05
-1.23077e-05,-1.22415e-05,-1.22989e-05,-1.23551e-05,-1.22119e-05,-1.21268e-05,-1.22031e-05,-1.21471e-05,-1.20138e-05,-1.2041e-05,-1.20347e-05,-1.19947e-05,-1.19414e-05,-1.18412e-05,-1.18164e-05,-1.1799e-05,-1.18219e-05,-1.1843e-05,-1.16952e-05,-1.16766e-05,-1.15827e-05,-1.16527e-05,-1.16008e-05,-1.15614e-05,-1.15149e-05,-1.14687e-05,-1.14322e-05,-1.1328e-05,-1.13997e-05,-1.13192e-05,-1.12373e-05,-1.11705e-05,-1.12562e-05,-1.12753e-05,-1.11668e-05,-1.1104e-05,-1.10838e-05,-1.11324e-05,-1.10314e-05,-1.1016e-05,-1.09373e-05,-1.09224e-05,-1.09572e-05,-1.0929e-05,-1.09199e-05,-1.08149e-05,-1.09013e-05,-1.0713e-05,-1.06491e-05,-1.06274e-05
-1.26456e-05,-1.26294e-05,-1.26105e-05,-1.26645e-05,-1.25486e-05,-1.25204e-05,-1.24659e-05,-1.24032e-05,-1.23675e-05,-1.2293e-05,-1.23746e-05,-1.22425e-05,-1.2202e-05,-1.22562e-05,-1.21278e-05,-1.20173e-05,-1.20385e-05,-1.2123e-05,-1.20168e-05,-1.20214e-05,-1.19837e-05,-1.19013e-05,-1.19033e-05,-1.19096e-05,-1.17635e-05,-1.1818e-05,-1.17119e-05,-1.1735e-05,-1.16625e-05,-1.16854e-05,-1.15903e-05,-1.16209e-05,-1.1559e-05,-1.1503e-05,-1.14517e-05,-1.14448e-05,-1.14214e-05,-1.14029e-05,-1.13445e-05,-1.13163e-05,-1.12184e-05,-1.11525e-05,-1.12478e-05,-1.11442e-05,-1.11682e-05,-1.10349e-05,-1.11862e-05,-1.11408e-05,-1.10446e-05,-1.09955e-05
-1.29727e-05,-1.28465e-05,-1.2905e-05,-1.29151e-05,-1.28249e-05,-1.27647e-05,-1.27642e-05,-1.2777e-05,-1.26457e-05,-1.26266e-05,-1.27014e-05,-1.25399e-05,-1.24894e-05,-1.25e-05,-1.2393e-05,-1.2442e-05,-1.2466e-05,-1.24441e-05,-1.23596e-05,-1.22577e-05,-1.22226e-05,-1.22332e-05,-1.21898e-05,-1.21967e-05,-1.21719e-05,-1.20723e-05,-1.20646e-05,-1.2037e-05,-1.20821e-05,-1.19066e-05,-1.19091e-05,-1.18084e-05,-1.18643e-05,-1.19017e-05,-1.17046e-05,-1.16797e-05,-1.16655e-05,-1.16467e-05,-1.15993e-05,-1.16271e-05,-1.14502e-05,-1.15189e-05,-1.1544e-05,-1.15455e-05,-1.15843e-05,-1.14159e-05,-1.15389e-05,-1.14562e-05,-1.13668e-05,-1.13608e-05
